BeaufortForce,PictureName,WaveHeight(m),WindSpeed(m/s)
7,Z57A_2019_04_09_1410.jpg,MM,15.0
6,Z57A_2019_04_09_1110.jpg,MM,13.0
6,Z57A_2019_04_09_1010.jpg,MM,13.0
4,Z29A_2019_04_10_0310.jpg,MM,7.0
4,Z29A_2019_04_10_0210.jpg,MM,7.0
4,Z29A_2019_04_10_0110.jpg,MM,8.0
4,Z29A_2019_04_10_0010.jpg,MM,8.0
4,Z29A_2019_04_09_2310.jpg,MM,8.0
4,Z29A_2019_04_09_2210.jpg,MM,8.0
4,Z29A_2019_04_09_2110.jpg,MM,8.0
4,Z29A_2019_04_09_2010.jpg,MM,7.0
4,Z29A_2019_04_09_1910.jpg,MM,7.0
4,Z29A_2019_04_09_1810.jpg,MM,6.0
4,Z29A_2019_04_09_1710.jpg,MM,7.0
4,Z29A_2019_04_09_1610.jpg,MM,7.0
4,Z29A_2019_04_09_1510.jpg,MM,7.0
4,Z29A_2019_04_09_1410.jpg,MM,8.0
4,Z29A_2019_04_09_1310.jpg,MM,8.0
4,Z29A_2019_04_09_1210.jpg,MM,8.0
5,Z29A_2019_04_09_1110.jpg,MM,9.0
4,Z29A_2019_04_09_1010.jpg,MM,8.0
5,Z29A_2019_04_09_0910.jpg,MM,9.0
5,Z29A_2019_04_09_0810.jpg,MM,9.0
5,Z29A_2019_04_09_0710.jpg,MM,9.0
4,Z29A_2019_04_09_0610.jpg,MM,8.0
4,Z29A_2019_04_09_0510.jpg,MM,7.0
4,Z29A_2019_04_09_0410.jpg,MM,8.0
5,Z29A_2019_04_09_0310.jpg,MM,9.0
4,Z29A_2019_04_09_0210.jpg,MM,8.0
4,Z29A_2019_04_09_0110.jpg,MM,7.0
4,Z29A_2019_04_09_0010.jpg,MM,6.0
4,Z29A_2019_04_08_2310.jpg,MM,8.0
4,Z29A_2019_04_08_2210.jpg,MM,6.0
4,Z29A_2019_04_08_2110.jpg,MM,6.0
4,Z29A_2019_04_08_2010.jpg,MM,6.0
4,Z29A_2019_04_08_1910.jpg,MM,6.0
4,Z29A_2019_04_08_1810.jpg,MM,7.0
4,Z29A_2019_04_08_1710.jpg,MM,6.0
4,Z29A_2019_04_08_1610.jpg,MM,6.0
3,Z29A_2019_04_08_1510.jpg,MM,5.0
4,Z29A_2019_04_08_1410.jpg,MM,6.0
4,Z29A_2019_04_08_1310.jpg,MM,6.0
4,Z29A_2019_04_08_1210.jpg,MM,7.0
4,Z29A_2019_04_08_1110.jpg,MM,6.0
3,Z29A_2019_04_08_1010.jpg,MM,5.0
3,Z29A_2019_04_08_0910.jpg,MM,5.0
4,Z29A_2019_04_08_0810.jpg,MM,7.0
4,Z29A_2019_04_08_0710.jpg,MM,6.0
4,Z29A_2019_04_08_0610.jpg,MM,7.0
3,Z29A_2019_04_08_0510.jpg,MM,5.0
3,Z29A_2019_04_08_0410.jpg,MM,5.0
4,Z29A_2019_04_08_0310.jpg,MM,7.0
4,Z29A_2019_04_08_0210.jpg,MM,7.0
5,Z29A_2019_04_08_0110.jpg,MM,10.0
5,Z29A_2019_04_08_0010.jpg,MM,9.0
5,Z29A_2019_04_07_2310.jpg,MM,10.0
5,Z29A_2019_04_07_2210.jpg,MM,10.0
5,Z29A_2019_04_07_2110.jpg,MM,11.0
5,Z29A_2019_04_07_2010.jpg,MM,9.0
5,Z29A_2019_04_07_1910.jpg,MM,9.0
4,Z29A_2019_04_07_1810.jpg,MM,8.0
5,Z29A_2019_04_07_1710.jpg,MM,10.0
5,Z29A_2019_04_07_1610.jpg,MM,9.0
4,Z29A_2019_04_07_1510.jpg,MM,8.0
4,Z29A_2019_04_07_1410.jpg,MM,7.0
4,Z29A_2019_04_07_1310.jpg,MM,7.0
5,Z29A_2019_04_07_1210.jpg,MM,9.0
5,Z29A_2019_04_07_1110.jpg,MM,9.0
4,Z29A_2019_04_07_1010.jpg,MM,8.0
5,Z29A_2019_04_07_0910.jpg,MM,9.0
5,Z29A_2019_04_07_0810.jpg,MM,9.0
5,Z29A_2019_04_07_0710.jpg,MM,9.0
5,Z29A_2019_04_07_0610.jpg,MM,9.0
5,Z29A_2019_04_07_0510.jpg,MM,9.0
4,Z07A_2019_04_10_0210.jpg,MM,8.0
4,Z07A_2019_04_10_0110.jpg,MM,7.0
4,Z07A_2019_04_10_0010.jpg,MM,7.0
4,Z07A_2019_04_09_2310.jpg,MM,7.0
4,Z07A_2019_04_09_2210.jpg,MM,8.0
4,Z07A_2019_04_09_2110.jpg,MM,7.0
4,Z07A_2019_04_09_2010.jpg,MM,7.0
4,Z07A_2019_04_09_1910.jpg,MM,7.0
4,Z07A_2019_04_09_1810.jpg,MM,6.0
4,Z07A_2019_04_09_1710.jpg,MM,6.0
3,Z07A_2019_04_09_1610.jpg,MM,5.0
4,Z07A_2019_04_09_1510.jpg,MM,6.0
4,Z07A_2019_04_09_1410.jpg,MM,7.0
4,Z07A_2019_04_09_1310.jpg,MM,7.0
4,Z07A_2019_04_09_1210.jpg,MM,7.0
4,Z07A_2019_04_09_1110.jpg,MM,8.0
4,Z07A_2019_04_09_1010.jpg,MM,7.0
4,Z07A_2019_04_09_0910.jpg,MM,8.0
4,Z07A_2019_04_09_0810.jpg,MM,7.0
4,Z07A_2019_04_09_0710.jpg,MM,7.0
4,Z07A_2019_04_09_0610.jpg,MM,7.0
4,Z07A_2019_04_09_0510.jpg,MM,7.0
4,Z07A_2019_04_09_0410.jpg,MM,7.0
4,Z07A_2019_04_09_0310.jpg,MM,7.0
4,Z07A_2019_04_09_0210.jpg,MM,7.0
4,Z07A_2019_04_09_0110.jpg,MM,6.0
4,Z07A_2019_04_09_0010.jpg,MM,6.0
0,Z07A_2019_04_08_2310.jpg,MM,MM
4,Z07A_2019_04_08_2210.jpg,MM,6.0
4,Z07A_2019_04_08_2110.jpg,MM,7.0
4,Z07A_2019_04_08_2010.jpg,MM,8.0
4,Z07A_2019_04_08_1910.jpg,MM,7.0
4,Z07A_2019_04_08_1810.jpg,MM,7.0
4,Z07A_2019_04_08_1710.jpg,MM,8.0
4,Z07A_2019_04_08_1610.jpg,MM,7.0
4,Z07A_2019_04_08_1510.jpg,MM,6.0
4,Z07A_2019_04_08_1410.jpg,MM,6.0
4,Z07A_2019_04_08_1310.jpg,MM,7.0
4,Z07A_2019_04_08_1210.jpg,MM,8.0
4,Z07A_2019_04_08_1110.jpg,MM,8.0
4,Z07A_2019_04_08_1010.jpg,MM,8.0
4,Z07A_2019_04_08_0910.jpg,MM,8.0
4,Z07A_2019_04_08_0810.jpg,MM,8.0
4,Z07A_2019_04_08_0710.jpg,MM,8.0
4,Z07A_2019_04_08_0610.jpg,MM,8.0
4,Z07A_2019_04_08_0510.jpg,MM,8.0
4,Z07A_2019_04_08_0410.jpg,MM,8.0
4,Z07A_2019_04_08_0310.jpg,MM,7.0
4,Z07A_2019_04_08_0200.jpg,MM,7.0
4,Z07A_2019_04_08_0110.jpg,MM,7.0
4,Z07A_2019_04_08_0010.jpg,MM,6.0
4,Z07A_2019_04_07_2310.jpg,MM,7.0
4,Z07A_2019_04_07_2210.jpg,MM,8.0
4,Z07A_2019_04_07_2110.jpg,MM,8.0
4,Z07A_2019_04_07_2010.jpg,MM,7.0
4,Z07A_2019_04_07_1910.jpg,MM,8.0
4,Z07A_2019_04_07_1810.jpg,MM,6.0
4,Z07A_2019_04_07_1710.jpg,MM,7.0
4,Z07A_2019_04_07_1610.jpg,MM,7.0
4,Z07A_2019_04_07_1510.jpg,MM,7.0
4,Z07A_2019_04_07_1410.jpg,MM,7.0
4,Z07A_2019_04_07_1310.jpg,MM,8.0
4,Z07A_2019_04_07_1210.jpg,MM,6.0
4,Z07A_2019_04_07_1100.jpg,MM,6.0
4,Z07A_2019_04_07_1010.jpg,MM,6.0
4,Z07A_2019_04_07_0910.jpg,MM,6.0
4,Z07A_2019_04_07_0810.jpg,MM,8.0
4,Z07A_2019_04_07_0710.jpg,MM,8.0
4,Z07A_2019_04_07_0610.jpg,MM,6.0
4,Z59A_2019_04_10_0210.jpg,MM,7.0
4,Z59A_2019_04_10_0110.jpg,MM,6.0
4,Z59A_2019_04_10_0010.jpg,MM,7.0
4,Z59A_2019_04_09_2310.jpg,MM,7.0
4,Z59A_2019_04_09_2210.jpg,MM,7.0
4,Z59A_2019_04_09_2110.jpg,MM,7.0
4,Z59A_2019_04_09_2010.jpg,MM,6.0
4,Z59A_2019_04_09_1910.jpg,MM,6.0
4,Z59A_2019_04_09_1810.jpg,MM,7.0
4,Z59A_2019_04_09_1710.jpg,MM,6.0
4,Z59A_2019_04_09_1610.jpg,MM,7.0
4,Z59A_2019_04_09_1510.jpg,MM,8.0
5,Z59A_2019_04_09_1410.jpg,MM,9.0
4,Z59A_2019_04_09_1310.jpg,MM,8.0
4,Z59A_2019_04_09_1210.jpg,MM,7.0
4,Z59A_2019_04_09_1110.jpg,MM,7.0
4,Z59A_2019_04_09_1010.jpg,MM,8.0
4,Z59A_2019_04_09_0910.jpg,MM,8.0
4,Z59A_2019_04_09_0810.jpg,MM,8.0
4,Z59A_2019_04_09_0710.jpg,MM,7.0
4,Z59A_2019_04_09_0610.jpg,MM,7.0
4,Z59A_2019_04_09_0510.jpg,MM,7.0
4,Z59A_2019_04_09_0410.jpg,MM,6.0
4,Z59A_2019_04_09_0310.jpg,MM,6.0
4,Z59A_2019_04_09_0210.jpg,MM,7.0
4,Z59A_2019_04_09_0010.jpg,MM,7.0
4,Z59A_2019_04_08_2310.jpg,MM,8.0
4,Z59A_2019_04_08_2210.jpg,MM,7.0
4,Z59A_2019_04_08_2110.jpg,MM,7.0
4,Z59A_2019_04_08_2010.jpg,MM,7.0
4,Z59A_2019_04_08_1910.jpg,MM,6.0
4,Z59A_2019_04_08_1810.jpg,MM,7.0
4,Z59A_2019_04_08_1710.jpg,MM,7.0
4,Z59A_2019_04_08_1610.jpg,MM,6.0
4,Z59A_2019_04_08_1510.jpg,MM,6.0
4,Z59A_2019_04_08_1410.jpg,MM,7.0
4,Z59A_2019_04_08_1310.jpg,MM,7.0
4,Z59A_2019_04_08_1210.jpg,MM,8.0
4,Z59A_2019_04_08_1110.jpg,MM,8.0
4,Z59A_2019_04_08_1010.jpg,MM,8.0
4,Z59A_2019_04_08_0910.jpg,MM,7.0
4,Z59A_2019_04_08_0810.jpg,MM,7.0
4,Z59A_2019_04_08_0710.jpg,MM,8.0
4,Z59A_2019_04_08_0610.jpg,MM,7.0
4,Z59A_2019_04_08_0510.jpg,MM,7.0
4,Z59A_2019_04_08_0410.jpg,MM,6.0
4,Z59A_2019_04_08_0310.jpg,MM,6.0
4,Z59A_2019_04_08_0210.jpg,MM,6.0
4,Z59A_2019_04_08_0110.jpg,MM,6.0
3,Z59A_2019_04_08_0010.jpg,MM,5.0
3,Z59A_2019_04_07_2310.jpg,MM,5.0
3,Z59A_2019_04_07_2210.jpg,MM,5.0
3,Z59A_2019_04_07_2110.jpg,MM,5.0
4,Z59A_2019_04_07_2010.jpg,MM,6.0
3,Z59A_2019_04_07_1910.jpg,MM,5.0
3,Z59A_2019_04_07_1810.jpg,MM,5.0
3,Z59A_2019_04_07_1710.jpg,MM,5.0
3,Z59A_2019_04_07_1610.jpg,MM,4.0
3,Z59A_2019_04_07_1510.jpg,MM,4.0
3,Z59A_2019_04_07_1410.jpg,MM,4.0
3,Z59A_2019_04_07_1310.jpg,MM,4.0
3,Z59A_2019_04_07_1210.jpg,MM,4.0
3,Z59A_2019_04_07_1110.jpg,MM,4.0
3,Z59A_2019_04_07_1010.jpg,MM,5.0
3,Z59A_2019_04_07_0910.jpg,MM,5.0
3,Z59A_2019_04_07_0810.jpg,MM,5.0
3,Z59A_2019_04_07_0710.jpg,MM,4.0
3,Z59A_2019_04_07_0610.jpg,MM,4.0
4,Z35A_2019_04_10_0210.jpg,MM,7.0
4,Z35A_2019_04_10_0110.jpg,MM,7.0
4,Z35A_2019_04_10_0010.jpg,MM,6.0
4,Z35A_2019_04_09_2310.jpg,MM,7.0
4,Z35A_2019_04_09_2210.jpg,MM,7.0
4,Z35A_2019_04_09_2110.jpg,MM,7.0
4,Z35A_2019_04_09_2010.jpg,MM,7.0
4,Z35A_2019_04_09_1910.jpg,MM,6.0
4,Z35A_2019_04_09_1810.jpg,MM,6.0
4,Z35A_2019_04_09_1710.jpg,MM,6.0
4,Z35A_2019_04_09_1610.jpg,MM,6.0
4,Z35A_2019_04_09_1510.jpg,MM,6.0
4,Z35A_2019_04_09_1410.jpg,MM,7.0
4,Z35A_2019_04_09_1310.jpg,MM,7.0
4,Z35A_2019_04_09_1210.jpg,MM,7.0
4,Z35A_2019_04_09_1110.jpg,MM,8.0
4,Z35A_2019_04_09_1010.jpg,MM,7.0
4,Z35A_2019_04_09_0910.jpg,MM,7.0
4,Z35A_2019_04_09_0810.jpg,MM,7.0
4,Z35A_2019_04_09_0710.jpg,MM,7.0
4,Z35A_2019_04_09_0610.jpg,MM,6.0
4,Z35A_2019_04_09_0510.jpg,MM,6.0
4,Z35A_2019_04_09_0410.jpg,MM,6.0
4,Z35A_2019_04_09_0310.jpg,MM,6.0
4,Z35A_2019_04_09_0210.jpg,MM,6.0
4,Z35A_2019_04_09_0110.jpg,MM,6.0
4,Z35A_2019_04_09_0010.jpg,MM,6.0
4,Z35A_2019_04_08_2310.jpg,MM,6.0
4,Z35A_2019_04_08_2210.jpg,MM,6.0
4,Z35A_2019_04_08_2110.jpg,MM,7.0
4,Z35A_2019_04_08_2010.jpg,MM,7.0
4,Z35A_2019_04_08_1910.jpg,MM,7.0
4,Z35A_2019_04_08_1810.jpg,MM,7.0
4,Z35A_2019_04_08_1710.jpg,MM,7.0
4,Z35A_2019_04_08_1610.jpg,MM,7.0
4,Z35A_2019_04_08_1510.jpg,MM,6.0
4,Z35A_2019_04_08_1410.jpg,MM,6.0
4,Z35A_2019_04_08_1310.jpg,MM,6.0
4,Z35A_2019_04_08_1200.jpg,MM,8.0
4,Z35A_2019_04_08_1110.jpg,MM,7.0
4,Z35A_2019_04_08_1010.jpg,MM,8.0
4,Z35A_2019_04_08_0910.jpg,MM,8.0
4,Z35A_2019_04_08_0810.jpg,MM,8.0
4,Z35A_2019_04_08_0710.jpg,MM,8.0
4,Z35A_2019_04_08_0610.jpg,MM,8.0
4,Z35A_2019_04_08_0510.jpg,MM,8.0
4,Z35A_2019_04_08_0410.jpg,MM,7.0
4,Z35A_2019_04_08_0310.jpg,MM,7.0
4,Z35A_2019_04_08_0210.jpg,MM,7.0
4,Z35A_2019_04_08_0110.jpg,MM,6.0
4,Z35A_2019_04_08_0010.jpg,MM,6.0
4,Z35A_2019_04_07_2310.jpg,MM,7.0
4,Z35A_2019_04_07_2210.jpg,MM,7.0
4,Z35A_2019_04_07_2110.jpg,MM,7.0
4,Z35A_2019_04_07_2010.jpg,MM,7.0
4,Z35A_2019_04_07_1910.jpg,MM,6.0
4,Z35A_2019_04_07_1810.jpg,MM,6.0
4,Z35A_2019_04_07_1710.jpg,MM,7.0
4,Z35A_2019_04_07_1610.jpg,MM,7.0
4,Z35A_2019_04_07_1510.jpg,MM,7.0
4,Z35A_2019_04_07_1410.jpg,MM,7.0
4,Z35A_2019_04_07_1310.jpg,MM,6.0
4,Z35A_2019_04_07_1210.jpg,MM,6.0
4,Z35A_2019_04_07_1110.jpg,MM,6.0
4,Z35A_2019_04_07_1010.jpg,MM,6.0
4,Z35A_2019_04_07_0910.jpg,MM,7.0
4,Z35A_2019_04_07_0810.jpg,MM,7.0
4,Z35A_2019_04_07_0710.jpg,MM,7.0
4,Z35A_2019_04_07_0610.jpg,MM,8.0
5,Z63A_2019_04_10_0510.jpg,MM,10.0
3,Z09A_2019_04_10_0510.jpg,MM,4.0
4,Z80A_2019_04_10_0500.jpg,MM,6.0
3,Z61A_2019_04_10_0510.jpg,MM,5.0
4,Z92A_2019_04_10_0510.jpg,MM,6.0
3,Z17A_2019_04_10_0510.jpg,MM,4.0
1,Z71A_2019_04_10_0510.jpg,MM,1.0
4,Z04A_2019_04_10_0510.jpg,MM,8.0
1,Z64A_2019_04_10_0510.jpg,MM,1.0
3,W04A_2019_04_10_0510.jpg,MM,4.0
7,Z23A_2019_04_10_0510.jpg,MM,16.0
6,Z26A_2019_04_10_0510.jpg,MM,13.0
5,Z39A_2019_04_10_0510.jpg,MM,10.0
3,Z08A_2019_04_10_0510.jpg,MM,5.0
5,Z91A_2019_04_10_0510.jpg,MM,9.0
4,Z29A_2019_04_10_0510.jpg,MM,7.0
4,Z07A_2019_04_10_0510.jpg,MM,6.0
4,Z59A_2019_04_10_0510.jpg,MM,8.0
4,Z35A_2019_04_10_0510.jpg,MM,6.0
5,Z63A_2019_04_10_0610.jpg,MM,10.0
3,Z09A_2019_04_10_0610.jpg,MM,5.0
4,Z80A_2019_04_10_0600.jpg,MM,6.0
3,Z61A_2019_04_10_0610.jpg,MM,5.0
4,Z92A_2019_04_10_0610.jpg,MM,6.0
3,Z17A_2019_04_10_0610.jpg,MM,4.0
1,Z71A_2019_04_10_0610.jpg,MM,2.0
4,Z04A_2019_04_10_0610.jpg,MM,7.0
2,Z64A_2019_04_10_0610.jpg,MM,3.0
1,Z25A_2019_04_10_0610.jpg,MM,2.0
2,W04A_2019_04_10_0610.jpg,MM,3.0
7,Z23A_2019_04_10_0610.jpg,MM,15.0
6,Z26A_2019_04_10_0610.jpg,MM,13.0
5,Z39A_2019_04_10_0610.jpg,MM,11.0
4,Z08A_2019_04_10_0610.jpg,MM,6.0
5,Z91A_2019_04_10_0610.jpg,MM,11.0
4,Z29A_2019_04_10_0610.jpg,MM,7.0
4,Z07A_2019_04_10_0610.jpg,MM,7.0
5,Z59A_2019_04_10_0610.jpg,MM,9.0
4,Z35A_2019_04_10_0610.jpg,MM,6.0
5,Z39A_2019_04_10_0710.jpg,MM,9.0
2,Z08A_2019_04_10_0710.jpg,MM,3.0
5,Z63A_2019_04_10_0700.jpg,MM,10.0
4,Z09A_2019_04_10_0710.jpg,MM,6.0
4,Z80A_2019_04_10_0710.jpg,MM,6.0
4,Z92A_2019_04_10_0710.jpg,MM,8.0
3,Z17A_2019_04_10_0710.jpg,MM,4.0
1,Z71A_2019_04_10_0710.jpg,MM,2.0
4,Z04A_2019_04_10_0710.jpg,MM,7.0
3,Z64A_2019_04_10_0710.jpg,MM,5.0
2,Z25A_2019_04_10_0710.jpg,MM,3.0
3,W04A_2019_04_10_0710.jpg,MM,4.0
7,Z23A_2019_04_10_0710.jpg,MM,16.0
6,Z26A_2019_04_10_0710.jpg,MM,13.0
5,Z91A_2019_04_10_0710.jpg,MM,9.0
4,Z29A_2019_04_10_0710.jpg,MM,7.0
4,Z07A_2019_04_10_0710.jpg,MM,7.0
5,Z59A_2019_04_10_0710.jpg,MM,10.0
4,Z35A_2019_04_10_0710.jpg,MM,7.0
3,Z61A_2019_04_10_0710.jpg,MM,4.0
5,Z29A_2019_04_10_0810.jpg,MM,9.0
5,Z63A_2019_04_10_0810.jpg,MM,9.0
4,Z09A_2019_04_10_0810.jpg,MM,6.0
4,Z80A_2019_04_10_0810.jpg,MM,6.0
4,Z92A_2019_04_10_0810.jpg,MM,8.0
3,Z17A_2019_04_10_0810.jpg,MM,4.0
1,Z71A_2019_04_10_0810.jpg,MM,2.0
4,Z04A_2019_04_10_0810.jpg,MM,7.0
4,Z64A_2019_04_10_0810.jpg,MM,7.0
3,Z25A_2019_04_10_0810.jpg,MM,4.0
2,W04A_2019_04_10_0810.jpg,MM,3.0
7,Z23A_2019_04_10_0810.jpg,MM,15.0
6,Z26A_2019_04_10_0810.jpg,MM,13.0
5,Z39A_2019_04_10_0810.jpg,MM,9.0
2,Z08A_2019_04_10_0810.jpg,MM,3.0
4,Z91A_2019_04_10_0810.jpg,MM,8.0
4,Z07A_2019_04_10_0810.jpg,MM,7.0
5,Z59A_2019_04_10_0810.jpg,MM,9.0
4,Z35A_2019_04_10_0810.jpg,MM,7.0
3,Z61A_2019_04_10_0810.jpg,MM,4.0
6,Z26A_2019_04_10_0910.jpg,MM,12.0
5,Z39A_2019_04_10_0910.jpg,MM,9.0
3,Z08A_2019_04_10_0910.jpg,MM,5.0
4,Z63A_2019_04_10_0910.jpg,MM,8.0
4,Z09A_2019_04_10_0850.jpg,1.1,6.0
4,Z80A_2019_04_10_0910.jpg,MM,6.0
3,Z61A_2019_04_10_0910.jpg,MM,5.0
4,Z92A_2019_04_10_0910.jpg,MM,7.0
2,Z17A_2019_04_10_0910.jpg,MM,3.0
3,Z71A_2019_04_10_0910.jpg,MM,4.0
4,Z04A_2019_04_10_0910.jpg,MM,7.0
4,Z64A_2019_04_10_0910.jpg,MM,7.0
3,Z25A_2019_04_10_0910.jpg,MM,4.0
2,W04A_2019_04_10_0910.jpg,MM,3.0
7,Z23A_2019_04_10_0910.jpg,MM,17.0
5,Z91A_2019_04_10_0910.jpg,MM,11.0
4,Z29A_2019_04_10_0910.jpg,MM,8.0
4,Z07A_2019_04_10_0910.jpg,MM,7.0
5,Z59A_2019_04_10_0910.jpg,MM,9.0
4,Z35A_2019_04_10_0910.jpg,MM,7.0
5,Z57A_2019_04_10_1010.jpg,MM,11.0
4,Z63A_2019_04_10_1010.jpg,MM,7.0
4,Z09A_2019_04_10_1010.jpg,MM,7.0
4,Z80A_2019_04_10_1010.jpg,MM,6.0
3,Z61A_2019_04_10_1010.jpg,MM,5.0
4,Z92A_2019_04_10_1010.jpg,MM,7.0
2,Z17A_2019_04_10_1010.jpg,MM,3.0
3,Z71A_2019_04_10_1010.jpg,MM,5.0
4,Z04A_2019_04_10_1010.jpg,MM,8.0
4,Z64A_2019_04_10_1010.jpg,MM,8.0
3,Z25A_2019_04_10_1010.jpg,MM,5.0
3,W04A_2019_04_10_1010.jpg,MM,4.0
7,Z23A_2019_04_10_1010.jpg,MM,15.0
6,Z26A_2019_04_10_1010.jpg,MM,12.0
4,Z39A_2019_04_10_1010.jpg,MM,8.0
4,Z08A_2019_04_10_1010.jpg,MM,6.0
6,Z91A_2019_04_10_1000.jpg,MM,12.0
4,Z29A_2019_04_10_1010.jpg,MM,7.0
4,Z07A_2019_04_10_1010.jpg,MM,8.0
5,Z59A_2019_04_10_1010.jpg,MM,9.0
4,Z35A_2019_04_10_1010.jpg,MM,7.0
4,Z29A_2019_04_10_1110.jpg,MM,7.0
4,Z63A_2019_04_10_1110.jpg,MM,6.0
4,Z09A_2019_04_10_1110.jpg,MM,6.0
4,Z80A_2019_04_10_1100.jpg,MM,6.0
3,Z61A_2019_04_10_1110.jpg,MM,5.0
4,Z92A_2019_04_10_1110.jpg,MM,7.0
3,Z17A_2019_04_10_1110.jpg,MM,4.0
3,Z71A_2019_04_10_1110.jpg,MM,5.0
4,Z04A_2019_04_10_1110.jpg,MM,7.0
4,Z64A_2019_04_10_1110.jpg,MM,7.0
4,Z25A_2019_04_10_1110.jpg,MM,6.0
3,W04A_2019_04_10_1110.jpg,MM,4.0
7,Z23A_2019_04_10_1110.jpg,MM,15.0
6,Z26A_2019_04_10_1110.jpg,MM,13.0
5,Z39A_2019_04_10_1110.jpg,MM,9.0
3,Z08A_2019_04_10_1110.jpg,MM,4.0
5,Z91A_2019_04_10_1110.jpg,MM,11.0
4,Z07A_2019_04_10_1110.jpg,MM,8.0
5,Z59A_2019_04_10_1110.jpg,MM,10.0
4,Z35A_2019_04_10_1110.jpg,MM,7.0
4,Z63A_2019_04_10_1210.jpg,MM,6.0
4,Z09A_2019_04_10_1210.jpg,MM,6.0
4,Z61A_2019_04_10_1210.jpg,MM,6.0
5,Z92A_2019_04_10_1210.jpg,MM,9.0
3,Z17A_2019_04_10_1210.jpg,MM,5.0
4,Z71A_2019_04_10_1210.jpg,MM,6.0
4,Z04A_2019_04_10_1210.jpg,MM,6.0
4,Z64A_2019_04_10_1210.jpg,MM,7.0
3,W04A_2019_04_10_1210.jpg,MM,4.0
7,Z23A_2019_04_10_1210.jpg,MM,15.0
6,Z26A_2019_04_10_1210.jpg,MM,13.0
4,Z39A_2019_04_10_1210.jpg,MM,8.0
2,Z08A_2019_04_10_1210.jpg,MM,3.0
5,Z91A_2019_04_10_1210.jpg,MM,10.0
4,Z29A_2019_04_10_1210.jpg,MM,7.0
5,Z59A_2019_04_10_1210.jpg,MM,9.0
4,Z35A_2019_04_10_1210.jpg,MM,7.0
4,Z80A_2019_04_10_1210.jpg,MM,6.0
3,Z25A_2019_04_10_1210.jpg,MM,5.0
5,Z57A_2019_04_10_1210.jpg,MM,11.0
4,Z07A_2019_04_10_1210.jpg,MM,8.0
5,Z92A_2019_04_10_1310.jpg,MM,9.0
4,Z04A_2019_04_10_1310.jpg,MM,7.0
5,Z57A_2019_04_10_1300.jpg,MM,10.0
4,Z09A_2019_04_10_1310.jpg,MM,7.0
4,Z80A_2019_04_10_1310.jpg,MM,6.0
4,Z61A_2019_04_10_1310.jpg,MM,7.0
4,Z17A_2019_04_10_1300.jpg,MM,6.0
4,Z71A_2019_04_10_1310.jpg,MM,6.0
4,Z64A_2019_04_10_1310.jpg,MM,7.0
4,Z25A_2019_04_10_1310.jpg,MM,6.0
3,W04A_2019_04_10_1310.jpg,MM,5.0
6,Z23A_2019_04_10_1310.jpg,MM,13.0
6,Z26A_2019_04_10_1310.jpg,MM,12.0
0,Z39A_2019_04_10_1310.jpg,MM,MM
2,Z08A_2019_04_10_1310.jpg,MM,3.0
5,Z91A_2019_04_10_1310.jpg,MM,9.0
4,Z29A_2019_04_10_1310.jpg,MM,7.0
0,Z07A_2019_04_10_1310.jpg,MM,MM
0,Z59A_2019_04_10_1310.jpg,MM,MM
4,Z35A_2019_04_10_1310.jpg,MM,8.0
6,Z23A_2019_04_10_1410.jpg,MM,13.0
5,Z26A_2019_04_10_1410.jpg,MM,11.0
2,Z08A_2019_04_10_1410.jpg,MM,3.0
5,Z91A_2019_04_10_1410.jpg,MM,9.0
5,Z07A_2019_04_10_1350.jpg,1.6,9.0
3,Z63A_2019_04_10_1410.jpg,MM,5.0
4,Z09A_2019_04_10_1410.jpg,MM,7.0
4,Z80A_2019_04_10_1410.jpg,MM,7.0
4,Z61A_2019_04_10_1410.jpg,MM,6.0
5,Z92A_2019_04_10_1410.jpg,MM,9.0
4,Z17A_2019_04_10_1410.jpg,MM,6.0
4,Z04A_2019_04_10_1410.jpg,MM,7.0
5,Z64A_2019_04_10_1410.jpg,MM,9.0
4,Z25A_2019_04_10_1410.jpg,MM,6.0
4,Z39A_2019_04_10_1410.jpg,MM,7.0
4,Z29A_2019_04_10_1410.jpg,MM,8.0
5,Z59A_2019_04_10_1410.jpg,MM,9.0
4,Z35A_2019_04_10_1410.jpg,MM,8.0
4,Z71A_2019_04_10_1410.jpg,MM,7.0
4,W04A_2019_04_10_1410.jpg,MM,6.0
6,Z23A_2019_04_10_1510.jpg,MM,13.0
3,Z08A_2019_04_10_1510.jpg,MM,5.0
4,Z91A_2019_04_10_1510.jpg,MM,8.0
4,Z29A_2019_04_10_1510.jpg,MM,8.0
5,Z59A_2019_04_10_1510.jpg,MM,9.0
3,Z63A_2019_04_10_1510.jpg,MM,4.0
4,Z09A_2019_04_10_1510.jpg,MM,7.0
4,Z80A_2019_04_10_1510.jpg,MM,7.0
4,Z61A_2019_04_10_1510.jpg,MM,6.0
5,Z92A_2019_04_10_1510.jpg,MM,9.0
4,Z17A_2019_04_10_1510.jpg,MM,6.0
4,Z04A_2019_04_10_1510.jpg,MM,6.0
4,Z64A_2019_04_10_1510.jpg,MM,7.0
4,Z25A_2019_04_10_1510.jpg,MM,6.0
4,W04A_2019_04_10_1510.jpg,MM,6.0
5,Z26A_2019_04_10_1510.jpg,MM,11.0
4,Z39A_2019_04_10_1510.jpg,MM,6.0
4,Z35A_2019_04_10_1510.jpg,MM,8.0
